fips,jurisdiction,state,postal,eavs_reg,eavs_exact_jname,nd_reg,nh_reg,ak_reg,mi_reg,total_reg
0805500000,HUERFANO COUNTY,COLORADO,CO,5792,HUERFANO COUNTY,NA,NA,NA,NA,5792
0805700000,JACKSON COUNTY,COLORADO,CO,1272,JACKSON COUNTY,NA,NA,NA,NA,1272
0805900000,JEFFERSON COUNTY,COLORADO,CO,459282,JEFFERSON COUNTY,NA,NA,NA,NA,459282
0806100000,KIOWA COUNTY,COLORADO,CO,1080,KIOWA COUNTY,NA,NA,NA,NA,1080
0806300000,KIT CARSON COUNTY,COLORADO,CO,5087,KIT CARSON COUNTY,NA,NA,NA,NA,5087
0806500000,LAKE COUNTY,COLORADO,CO,5919,LAKE COUNTY,NA,NA,NA,NA,5919
0806700000,LA PLATA COUNTY,COLORADO,CO,48741,LA PLATA COUNTY,NA,NA,NA,NA,48741
0806900000,LARIMER COUNTY,COLORADO,CO,280782,LARIMER COUNTY,NA,NA,NA,NA,280782
0807100000,LAS ANIMAS COUNTY,COLORADO,CO,11670,LAS ANIMAS COUNTY,NA,NA,NA,NA,11670
0807300000,LINCOLN COUNTY,COLORADO,CO,3432,LINCOLN COUNTY,NA,NA,NA,NA,3432
0807500000,LOGAN COUNTY,COLORADO,CO,13343,LOGAN COUNTY,NA,NA,NA,NA,13343
0807700000,MESA COUNTY,COLORADO,CO,119045,MESA COUNTY,NA,NA,NA,NA,119045
0807900000,MINERAL COUNTY,COLORADO,CO,937,MINERAL COUNTY,NA,NA,NA,NA,937
0808100000,MOFFAT COUNTY,COLORADO,CO,9723,MOFFAT COUNTY,NA,NA,NA,NA,9723
0808300000,MONTEZUMA COUNTY,COLORADO,CO,21282,MONTEZUMA COUNTY,NA,NA,NA,NA,21282
0808500000,MONTROSE COUNTY,COLORADO,CO,31197,MONTROSE COUNTY,NA,NA,NA,NA,31197
0808700000,MORGAN COUNTY,COLORADO,CO,18306,MORGAN COUNTY,NA,NA,NA,NA,18306
0808900000,OTERO COUNTY,COLORADO,CO,13074,OTERO COUNTY,NA,NA,NA,NA,13074
0809100000,OURAY COUNTY,COLORADO,CO,4908,OURAY COUNTY,NA,NA,NA,NA,4908
0809300000,PARK COUNTY,COLORADO,CO,16225,PARK COUNTY,NA,NA,NA,NA,16225
0809500000,PHILLIPS COUNTY,COLORADO,CO,3397,PHILLIPS COUNTY,NA,NA,NA,NA,3397
0809700000,PITKIN COUNTY,COLORADO,CO,15207,PITKIN COUNTY,NA,NA,NA,NA,15207
0809900000,PROWERS COUNTY,COLORADO,CO,7708,PROWERS COUNTY,NA,NA,NA,NA,7708
0810100000,PUEBLO COUNTY,COLORADO,CO,119536,PUEBLO COUNTY,NA,NA,NA,NA,119536
0810300000,RIO BLANCO COUNTY,COLORADO,CO,4762,RIO BLANCO COUNTY,NA,NA,NA,NA,4762
0810500000,RIO GRANDE COUNTY,COLORADO,CO,8572,RIO GRANDE COUNTY,NA,NA,NA,NA,8572
0810700000,ROUTT COUNTY,COLORADO,CO,21491,ROUTT COUNTY,NA,NA,NA,NA,21491
0810900000,SAGUACHE COUNTY,COLORADO,CO,4733,SAGUACHE COUNTY,NA,NA,NA,NA,4733
0811100000,SAN JUAN COUNTY,COLORADO,CO,772,SAN JUAN COUNTY,NA,NA,NA,NA,772
0811300000,SAN MIGUEL COUNTY,COLORADO,CO,6664,SAN MIGUEL COUNTY,NA,NA,NA,NA,6664
0811500000,SEDGWICK COUNTY,COLORADO,CO,1910,SEDGWICK COUNTY,NA,NA,NA,NA,1910
0811700000,SUMMIT COUNTY,COLORADO,CO,25608,SUMMIT COUNTY,NA,NA,NA,NA,25608
0811900000,TELLER COUNTY,COLORADO,CO,22031,TELLER COUNTY,NA,NA,NA,NA,22031
0812100000,WASHINGTON COUNTY,COLORADO,CO,3682,WASHINGTON COUNTY,NA,NA,NA,NA,3682
0812300000,WELD COUNTY,COLORADO,CO,217500,WELD COUNTY,NA,NA,NA,NA,217500
0812500000,YUMA COUNTY,COLORADO,CO,6172,YUMA COUNTY,NA,NA,NA,NA,6172
0900104720,BETHEL TOWN,CONNECTICUT,CT,14123,BETHEL TOWN,NA,NA,NA,NA,14123
0900108070,BRIDGEPORT TOWN,CONNECTICUT,CT,81605,BRIDGEPORT TOWN,NA,NA,NA,NA,81605
0900108980,BROOKFIELD TOWN,CONNECTICUT,CT,13601,BROOKFIELD TOWN,NA,NA,NA,NA,13601
0900118500,DANBURY TOWN,CONNECTICUT,CT,46777,DANBURY TOWN,NA,NA,NA,NA,46777
0900118850,DARIEN TOWN,CONNECTICUT,CT,16085,DARIEN TOWN,NA,NA,NA,NA,16085
0900123890,EASTON TOWN,CONNECTICUT,CT,6278,EASTON TOWN,NA,NA,NA,NA,6278
0900126620,FAIRFIELD TOWN,CONNECTICUT,CT,46929,FAIRFIELD TOWN,NA,NA,NA,NA,46929
0900133620,GREENWICH TOWN,CONNECTICUT,CT,45514,GREENWICH TOWN,NA,NA,NA,NA,45514
0900148620,MONROE TOWN,CONNECTICUT,CT,14441,MONROE TOWN,NA,NA,NA,NA,14441
0900150580,NEW CANAAN TOWN,CONNECTICUT,CT,16142,NEW CANAAN TOWN,NA,NA,NA,NA,16142
0900150860,NEW FAIRFIELD TOWN,CONNECTICUT,CT,11518,NEW FAIRFIELD TOWN,NA,NA,NA,NA,11518
0900152980,NEWTOWN TOWN,CONNECTICUT,CT,20883,NEWTOWN TOWN,NA,NA,NA,NA,20883
0900156060,NORWALK TOWN,CONNECTICUT,CT,59910,NORWALK TOWN,NA,NA,NA,NA,59910
0900163480,REDDING TOWN,CONNECTICUT,CT,7832,REDDING TOWN,NA,NA,NA,NA,7832
0900163970,RIDGEFIELD TOWN,CONNECTICUT,CT,21020,RIDGEFIELD TOWN,NA,NA,NA,NA,21020
0900168170,SHELTON TOWN,CONNECTICUT,CT,29719,SHELTON TOWN,NA,NA,NA,NA,29719
0900168310,SHERMAN TOWN,CONNECTICUT,CT,2935,SHERMAN TOWN,NA,NA,NA,NA,2935
0900173070,STAMFORD TOWN,CONNECTICUT,CT,80915,STAMFORD TOWN,NA,NA,NA,NA,80915
0900174190,STRATFORD TOWN,CONNECTICUT,CT,38864,STRATFORD TOWN,NA,NA,NA,NA,38864
0900177200,TRUMBULL TOWN,CONNECTICUT,CT,28664,TRUMBULL TOWN,NA,NA,NA,NA,28664
0900183430,WESTON TOWN,CONNECTICUT,CT,8261,WESTON TOWN,NA,NA,NA,NA,8261
0900183500,WESTPORT TOWN,CONNECTICUT,CT,21981,WESTPORT TOWN,NA,NA,NA,NA,21981
0900186370,WILTON TOWN,CONNECTICUT,CT,14436,WILTON TOWN,NA,NA,NA,NA,14436
0900302060,AVON TOWN,CONNECTICUT,CT,15113,AVON TOWN,NA,NA,NA,NA,15113
0900304300,BERLIN TOWN,CONNECTICUT,CT,15912,BERLIN TOWN,NA,NA,NA,NA,15912
0900305910,BLOOMFIELD TOWN,CONNECTICUT,CT,16758,BLOOMFIELD TOWN,NA,NA,NA,NA,16758
0900308490,BRISTOL TOWN,CONNECTICUT,CT,40254,BRISTOL TOWN,NA,NA,NA,NA,40254
0900310100,BURLINGTON TOWN,CONNECTICUT,CT,7268,BURLINGTON TOWN,NA,NA,NA,NA,7268
0900312270,CANTON TOWN,CONNECTICUT,CT,8330,CANTON TOWN,NA,NA,NA,NA,8330
0900322070,EAST GRANBY TOWN,CONNECTICUT,CT,4147,EAST GRANBY TOWN,NA,NA,NA,NA,4147
0900322630,EAST HARTFORD TOWN,CONNECTICUT,CT,33291,EAST HARTFORD TOWN,NA,NA,NA,NA,33291
0900324800,EAST WINDSOR TOWN,CONNECTICUT,CT,9287,EAST WINDSOR TOWN,NA,NA,NA,NA,9287
0900325990,ENFIELD TOWN,CONNECTICUT,CT,28618,ENFIELD TOWN,NA,NA,NA,NA,28618
0900327600,FARMINGTON TOWN,CONNECTICUT,CT,21549,FARMINGTON TOWN,NA,NA,NA,NA,21549
0900331240,GLASTONBURY TOWN,CONNECTICUT,CT,27212,GLASTONBURY TOWN,NA,NA,NA,NA,27212
0900332640,GRANBY TOWN,CONNECTICUT,CT,8947,GRANBY TOWN,NA,NA,NA,NA,8947
0900337070,HARTFORD TOWN,CONNECTICUT,CT,70251,HARTFORD TOWN,NA,NA,NA,NA,70251
0900337140,HARTLAND TOWN,CONNECTICUT,CT,1619,HARTLAND TOWN,NA,NA,NA,NA,1619
0900344700,MANCHESTER TOWN,CONNECTICUT,CT,38124,MANCHESTER TOWN,NA,NA,NA,NA,38124
0900345820,MARLBOROUGH TOWN,CONNECTICUT,CT,4976,MARLBOROUGH TOWN,NA,NA,NA,NA,4976
0900350440,NEW BRITAIN TOWN,CONNECTICUT,CT,40272,NEW BRITAIN TOWN,NA,NA,NA,NA,40272
0900352140,NEWINGTON TOWN,CONNECTICUT,CT,22299,NEWINGTON TOWN,NA,NA,NA,NA,22299
0900360120,PLAINVILLE TOWN,CONNECTICUT,CT,13069,PLAINVILLE TOWN,NA,NA,NA,NA,13069
0900365370,ROCKY HILL TOWN,CONNECTICUT,CT,13954,ROCKY HILL TOWN,NA,NA,NA,NA,13954
0900368940,SIMSBURY TOWN,CONNECTICUT,CT,20857,SIMSBURY TOWN,NA,NA,NA,NA,20857
0900370550,SOUTHINGTON TOWN,CONNECTICUT,CT,32487,SOUTHINGTON TOWN,NA,NA,NA,NA,32487
0900371390,SOUTH WINDSOR TOWN,CONNECTICUT,CT,18865,SOUTH WINDSOR TOWN,NA,NA,NA,NA,18865
0900374540,SUFFIELD TOWN,CONNECTICUT,CT,10725,SUFFIELD TOWN,NA,NA,NA,NA,10725
0900382590,WEST HARTFORD TOWN,CONNECTICUT,CT,49213,WEST HARTFORD TOWN,NA,NA,NA,NA,49213
0900384900,WETHERSFIELD TOWN,CONNECTICUT,CT,19789,WETHERSFIELD TOWN,NA,NA,NA,NA,19789
0900387000,WINDSOR TOWN,CONNECTICUT,CT,24258,WINDSOR TOWN,NA,NA,NA,NA,24258
0900387070,WINDSOR LOCKS TOWN,CONNECTICUT,CT,9397,WINDSOR LOCKS TOWN,NA,NA,NA,NA,9397
0900502760,BARKHAMSTED TOWN,CONNECTICUT,CT,3038,BARKHAMSTED TOWN,NA,NA,NA,NA,3038
0900504930,BETHLEHEM TOWN,CONNECTICUT,CT,2965,BETHLEHEM TOWN,NA,NA,NA,NA,2965
0900508210,BRIDGEWATER TOWN,CONNECTICUT,CT,1439,BRIDGEWATER TOWN,NA,NA,NA,NA,1439
0900510940,CANAAN TOWN,CONNECTICUT,CT,852,CANAAN TOWN,NA,NA,NA,NA,852
0900516050,COLEBROOK TOWN,CONNECTICUT,CT,1146,COLEBROOK TOWN,NA,NA,NA,NA,1146
0900517240,CORNWALL TOWN,CONNECTICUT,CT,1188,CORNWALL TOWN,NA,NA,NA,NA,1188
0900532290,GOSHEN TOWN,CONNECTICUT,CT,2488,GOSHEN TOWN,NA,NA,NA,NA,2488
0900537280,HARWINTON TOWN,CONNECTICUT,CT,4531,HARWINTON TOWN,NA,NA,NA,NA,4531
0900540290,KENT TOWN,CONNECTICUT,CT,2332,KENT TOWN,NA,NA,NA,NA,2332
0900543370,LITCHFIELD TOWN,CONNECTICUT,CT,6639,LITCHFIELD TOWN,NA,NA,NA,NA,6639
0900549460,MORRIS TOWN,CONNECTICUT,CT,1972,MORRIS TOWN,NA,NA,NA,NA,1972
0900551350,NEW HARTFORD TOWN,CONNECTICUT,CT,5462,NEW HARTFORD TOWN,NA,NA,NA,NA,5462
0900552630,NEW MILFORD TOWN,CONNECTICUT,CT,19866,NEW MILFORD TOWN,NA,NA,NA,NA,19866
0900553470,NORFOLK TOWN,CONNECTICUT,CT,1267,NORFOLK TOWN,NA,NA,NA,NA,1267
0900554030,NORTH CANAAN TOWN,CONNECTICUT,CT,2436,NORTH CANAAN TOWN,NA,NA,NA,NA,2436
0900560750,PLYMOUTH TOWN,CONNECTICUT,CT,9177,PLYMOUTH TOWN,NA,NA,NA,NA,9177
0900565930,ROXBURY TOWN,CONNECTICUT,CT,1880,ROXBURY TOWN,NA,NA,NA,NA,1880
0900566420,SALISBURY TOWN,CONNECTICUT,CT,3392,SALISBURY TOWN,NA,NA,NA,NA,3392
0900567960,SHARON TOWN,CONNECTICUT,CT,2010,SHARON TOWN,NA,NA,NA,NA,2010
0900575730,THOMASTON TOWN,CONNECTICUT,CT,5654,THOMASTON TOWN,NA,NA,NA,NA,5654
0900576570,TORRINGTON TOWN,CONNECTICUT,CT,22754,TORRINGTON TOWN,NA,NA,NA,NA,22754
0900579510,WARREN TOWN,CONNECTICUT,CT,1178,WARREN TOWN,NA,NA,NA,NA,1178
0900579720,WASHINGTON TOWN,CONNECTICUT,CT,2756,WASHINGTON TOWN,NA,NA,NA,NA,2756
0900580490,WATERTOWN TOWN,CONNECTICUT,CT,15844,WATERTOWN TOWN,NA,NA,NA,NA,15844
0900586440,WINCHESTER TOWN,CONNECTICUT,CT,7288,WINCHESTER TOWN,NA,NA,NA,NA,7288
0900587910,WOODBURY TOWN,CONNECTICUT,CT,8527,WOODBURY TOWN,NA,NA,NA,NA,8527
0900714300,CHESTER TOWN,CONNECTICUT,CT,3045,CHESTER TOWN,NA,NA,NA,NA,3045
0900715350,CLINTON TOWN,CONNECTICUT,CT,10851,CLINTON TOWN,NA,NA,NA,NA,10851
0900718080,CROMWELL TOWN,CONNECTICUT,CT,11226,CROMWELL TOWN,NA,NA,NA,NA,11226
0900719130,DEEP RIVER TOWN,CONNECTICUT,CT,3809,DEEP RIVER TOWN,NA,NA,NA,NA,3809
0900720810,DURHAM TOWN,CONNECTICUT,CT,5995,DURHAM TOWN,NA,NA,NA,NA,5995
0900722280,EAST HADDAM TOWN,CONNECTICUT,CT,7384,EAST HADDAM TOWN,NA,NA,NA,NA,7384
0900722490,EAST HAMPTON TOWN,CONNECTICUT,CT,9852,EAST HAMPTON TOWN,NA,NA,NA,NA,9852
0900726270,ESSEX TOWN,CONNECTICUT,CT,5828,ESSEX TOWN,NA,NA,NA,NA,5828
0900735230,HADDAM TOWN,CONNECTICUT,CT,6738,HADDAM TOWN,NA,NA,NA,NA,6738
0900740710,KILLINGWORTH TOWN,CONNECTICUT,CT,5387,KILLINGWORTH TOWN,NA,NA,NA,NA,5387
0900747080,MIDDLEFIELD TOWN,CONNECTICUT,CT,3702,MIDDLEFIELD TOWN,NA,NA,NA,NA,3702
0900747360,MIDDLETOWN TOWN,CONNECTICUT,CT,32656,MIDDLETOWN TOWN,NA,NA,NA,NA,32656
0900757320,OLD SAYBROOK TOWN,CONNECTICUT,CT,9457,OLD SAYBROOK TOWN,NA,NA,NA,NA,9457
0900761800,PORTLAND TOWN,CONNECTICUT,CT,7182,PORTLAND TOWN,NA,NA,NA,NA,7182
0900781680,WESTBROOK TOWN,CONNECTICUT,CT,5460,WESTBROOK TOWN,NA,NA,NA,NA,5460
0900901220,ANSONIA TOWN,CONNECTICUT,CT,11622,ANSONIA TOWN,NA,NA,NA,NA,11622
0900903250,BEACON FALLS TOWN,CONNECTICUT,CT,4999,BEACON FALLS TOWN,NA,NA,NA,NA,4999
0900904580,BETHANY TOWN,CONNECTICUT,CT,4603,BETHANY TOWN,NA,NA,NA,NA,4603
0900907310,BRANFORD TOWN,CONNECTICUT,CT,23004,BRANFORD TOWN,NA,NA,NA,NA,23004
0900914160,CHESHIRE TOWN,CONNECTICUT,CT,21384,CHESHIRE TOWN,NA,NA,NA,NA,21384
0900919550,DERBY TOWN,CONNECTICUT,CT,7809,DERBY TOWN,NA,NA,NA,NA,7809
0900922910,EAST HAVEN TOWN,CONNECTICUT,CT,19239,EAST HAVEN TOWN,NA,NA,NA,NA,19239
0900934950,GUILFORD TOWN,CONNECTICUT,CT,17583,GUILFORD TOWN,NA,NA,NA,NA,17583
0900935650,HAMDEN TOWN,CONNECTICUT,CT,39572,HAMDEN TOWN,NA,NA,NA,NA,39572
0900944560,MADISON TOWN,CONNECTICUT,CT,15342,MADISON TOWN,NA,NA,NA,NA,15342
0900946520,MERIDEN TOWN,CONNECTICUT,CT,37592,MERIDEN TOWN,NA,NA,NA,NA,37592
0900946940,MIDDLEBURY TOWN,CONNECTICUT,CT,6329,MIDDLEBURY TOWN,NA,NA,NA,NA,6329
0900947535,MILFORD TOWN,CONNECTICUT,CT,42007,MILFORD TOWN,NA,NA,NA,NA,42007
0900949950,NAUGATUCK TOWN,CONNECTICUT,CT,21822,NAUGATUCK TOWN,NA,NA,NA,NA,21822
0900952070,NEW HAVEN TOWN,CONNECTICUT,CT,88953,NEW HAVEN TOWN,NA,NA,NA,NA,88953
0900953890,NORTH BRANFORD TOWN,CONNECTICUT,CT,10729,NORTH BRANFORD TOWN,NA,NA,NA,NA,10729
0900954870,NORTH HAVEN TOWN,CONNECTICUT,CT,18924,NORTH HAVEN TOWN,NA,NA,NA,NA,18924
0900957600,ORANGE TOWN,CONNECTICUT,CT,11642,ORANGE TOWN,NA,NA,NA,NA,11642
0900958300,OXFORD TOWN,CONNECTICUT,CT,10529,OXFORD TOWN,NA,NA,NA,NA,10529
0900962290,PROSPECT TOWN,CONNECTICUT,CT,7428,PROSPECT TOWN,NA,NA,NA,NA,7428
0900967610,SEYMOUR TOWN,CONNECTICUT,CT,12338,SEYMOUR TOWN,NA,NA,NA,NA,12338
0900969640,SOUTHBURY TOWN,CONNECTICUT,CT,16449,SOUTHBURY TOWN,NA,NA,NA,NA,16449
0900978740,WALLINGFORD TOWN,CONNECTICUT,CT,31569,WALLINGFORD TOWN,NA,NA,NA,NA,31569
0900980070,WATERBURY TOWN,CONNECTICUT,CT,69979,WATERBURY TOWN,NA,NA,NA,NA,69979
0900982870,WEST HAVEN TOWN,CONNECTICUT,CT,32364,WEST HAVEN TOWN,NA,NA,NA,NA,32364
0900987560,WOLCOTT TOWN,CONNECTICUT,CT,13038,WOLCOTT TOWN,NA,NA,NA,NA,13038
0900987700,WOODBRIDGE TOWN,CONNECTICUT,CT,7510,WOODBRIDGE TOWN,NA,NA,NA,NA,7510
0901106820,BOZRAH TOWN,CONNECTICUT,CT,2016,BOZRAH TOWN,NA,NA,NA,NA,2016
0901115910,COLCHESTER TOWN,CONNECTICUT,CT,12772,COLCHESTER TOWN,NA,NA,NA,NA,12772
0901123400,EAST LYME TOWN,CONNECTICUT,CT,14488,EAST LYME TOWN,NA,NA,NA,NA,14488
0901129910,FRANKLIN TOWN,CONNECTICUT,CT,1516,FRANKLIN TOWN,NA,NA,NA,NA,1516
0901133900,GRISWOLD TOWN,CONNECTICUT,CT,8243,GRISWOLD TOWN,NA,NA,NA,NA,8243
0901134250,GROTON TOWN,CONNECTICUT,CT,23553,GROTON TOWN,NA,NA,NA,NA,23553
0901142390,LEBANON TOWN,CONNECTICUT,CT,5535,LEBANON TOWN,NA,NA,NA,NA,5535
0901142600,LEDYARD TOWN,CONNECTICUT,CT,10579,LEDYARD TOWN,NA,NA,NA,NA,10579
0901143230,LISBON TOWN,CONNECTICUT,CT,3204,LISBON TOWN,NA,NA,NA,NA,3204
0901144210,LYME TOWN,CONNECTICUT,CT,2016,LYME TOWN,NA,NA,NA,NA,2016
0901148900,MONTVILLE TOWN,CONNECTICUT,CT,11988,MONTVILLE TOWN,NA,NA,NA,NA,11988
0901152350,NEW LONDON TOWN,CONNECTICUT,CT,17950,NEW LONDON TOWN,NA,NA,NA,NA,17950
0901155500,NORTH STONINGTON TOWN,CONNECTICUT,CT,4565,NORTH STONINGTON TOWN,NA,NA,NA,NA,4565
0901156270,NORWICH TOWN,CONNECTICUT,CT,23433,NORWICH TOWN,NA,NA,NA,NA,23433
0901157040,OLD LYME TOWN,CONNECTICUT,CT,6650,OLD LYME TOWN,NA,NA,NA,NA,6650
0901162150,PRESTON TOWN,CONNECTICUT,CT,3731,PRESTON TOWN,NA,NA,NA,NA,3731
0901166210,SALEM TOWN,CONNECTICUT,CT,3226,SALEM TOWN,NA,NA,NA,NA,3226
0901171670,SPRAGUE TOWN,CONNECTICUT,CT,2097,SPRAGUE TOWN,NA,NA,NA,NA,2097
0901173770,STONINGTON TOWN,CONNECTICUT,CT,15688,STONINGTON TOWN,NA,NA,NA,NA,15688
0901178600,VOLUNTOWN TOWN,CONNECTICUT,CT,1855,VOLUNTOWN TOWN,NA,NA,NA,NA,1855
0901180280,WATERFORD TOWN,CONNECTICUT,CT,15717,WATERFORD TOWN,NA,NA,NA,NA,15717
0901301080,ANDOVER TOWN,CONNECTICUT,CT,2388,ANDOVER TOWN,NA,NA,NA,NA,2388
0901306260,BOLTON TOWN,CONNECTICUT,CT,3884,BOLTON TOWN,NA,NA,NA,NA,3884
0901316400,COLUMBIA TOWN,CONNECTICUT,CT,4302,COLUMBIA TOWN,NA,NA,NA,NA,4302
0901317800,COVENTRY TOWN,CONNECTICUT,CT,9601,COVENTRY TOWN,NA,NA,NA,NA,9601
0901325360,ELLINGTON TOWN,CONNECTICUT,CT,12165,ELLINGTON TOWN,NA,NA,NA,NA,12165
0901337910,HEBRON TOWN,CONNECTICUT,CT,7789,HEBRON TOWN,NA,NA,NA,NA,7789
0901344910,MANSFIELD TOWN,CONNECTICUT,CT,13966,MANSFIELD TOWN,NA,NA,NA,NA,13966
0901369220,SOMERS TOWN,CONNECTICUT,CT,6839,SOMERS TOWN,NA,NA,NA,NA,6839
0901372090,STAFFORD TOWN,CONNECTICUT,CT,8655,STAFFORD TOWN,NA,NA,NA,NA,8655
0901376290,TOLLAND TOWN,CONNECTICUT,CT,11553,TOLLAND TOWN,NA,NA,NA,NA,11553
0901377830,UNION TOWN,CONNECTICUT,CT,668,UNION TOWN,NA,NA,NA,NA,668
0901378250,VERNON TOWN,CONNECTICUT,CT,20284,VERNON TOWN,NA,NA,NA,NA,20284
0901385950,WILLINGTON TOWN,CONNECTICUT,CT,4002,WILLINGTON TOWN,NA,NA,NA,NA,4002
0901501430,ASHFORD TOWN,CONNECTICUT,CT,3246,ASHFORD TOWN,NA,NA,NA,NA,3246
0901509190,BROOKLYN TOWN,CONNECTICUT,CT,6238,BROOKLYN TOWN,NA,NA,NA,NA,6238
0901512130,CANTERBURY TOWN,CONNECTICUT,CT,3905,CANTERBURY TOWN,NA,NA,NA,NA,3905
0901513810,CHAPLIN TOWN,CONNECTICUT,CT,1701,CHAPLIN TOWN,NA,NA,NA,NA,1701
0901521860,EASTFORD TOWN,CONNECTICUT,CT,1360,EASTFORD TOWN,NA,NA,NA,NA,1360
0901536000,HAMPTON TOWN,CONNECTICUT,CT,1438,HAMPTON TOWN,NA,NA,NA,NA,1438
0901540500,KILLINGLY TOWN,CONNECTICUT,CT,12343,KILLINGLY TOWN,NA,NA,NA,NA,12343
0901559980,PLAINFIELD TOWN,CONNECTICUT,CT,10386,PLAINFIELD TOWN,NA,NA,NA,NA,10386
0901561030,POMFRET TOWN,CONNECTICUT,CT,3210,POMFRET TOWN,NA,NA,NA,NA,3210
0901562710,PUTNAM TOWN,CONNECTICUT,CT,6864,PUTNAM TOWN,NA,NA,NA,NA,6864
0901567400,SCOTLAND TOWN,CONNECTICUT,CT,1247,SCOTLAND TOWN,NA,NA,NA,NA,1247
0901573420,STERLING TOWN,CONNECTICUT,CT,2821,STERLING TOWN,NA,NA,NA,NA,2821
0901575870,THOMPSON TOWN,CONNECTICUT,CT,6867,THOMPSON TOWN,NA,NA,NA,NA,6867
0901586790,WINDHAM TOWN,CONNECTICUT,CT,13472,WINDHAM TOWN,NA,NA,NA,NA,13472
0901588190,WOODSTOCK TOWN,CONNECTICUT,CT,6415,WOODSTOCK TOWN,NA,NA,NA,NA,6415
1000100000,KENT COUNTY,DELAWARE,DE,131358,KENT COUNTY,NA,NA,NA,NA,131358
1000300000,NEW CASTLE COUNTY,DELAWARE,DE,425693,NEW CASTLE COUNTY,NA,NA,NA,NA,425693
1000500000,SUSSEX COUNTY,DELAWARE,DE,182621,SUSSEX COUNTY,NA,NA,NA,NA,182621
1100100000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,625683,DISTRICT OF COLUMBIA,NA,NA,NA,NA,625683
1200100000,ALACHUA COUNTY,FLORIDA,FL,204375,ALACHUA COUNTY,NA,NA,NA,NA,204375
1200300000,BAKER COUNTY,FLORIDA,FL,17704,BAKER COUNTY,NA,NA,NA,NA,17704
1200500000,BAY COUNTY,FLORIDA,FL,135549,BAY COUNTY,NA,NA,NA,NA,135549
1200700000,BRADFORD COUNTY,FLORIDA,FL,18166,BRADFORD COUNTY,NA,NA,NA,NA,18166
1200900000,BREVARD COUNTY,FLORIDA,FL,484251,BREVARD COUNTY,NA,NA,NA,NA,484251
1201100000,BROWARD COUNTY,FLORIDA,FL,1343262,BROWARD COUNTY,NA,NA,NA,NA,1343262
1201300000,CALHOUN COUNTY,FLORIDA,FL,9100,CALHOUN COUNTY,NA,NA,NA,NA,9100
1201500000,CHARLOTTE COUNTY,FLORIDA,FL,152972,CHARLOTTE COUNTY,NA,NA,NA,NA,152972
1201700000,CITRUS COUNTY,FLORIDA,FL,124464,CITRUS COUNTY,NA,NA,NA,NA,124464
1201900000,CLAY COUNTY,FLORIDA,FL,170467,CLAY COUNTY,NA,NA,NA,NA,170467
1202100000,COLLIER COUNTY,FLORIDA,FL,259453,COLLIER COUNTY,NA,NA,NA,NA,259453
1202300000,COLUMBIA COUNTY,FLORIDA,FL,45673,COLUMBIA COUNTY,NA,NA,NA,NA,45673
1202700000,DESOTO COUNTY,FLORIDA,FL,19284,DESOTO COUNTY,NA,NA,NA,NA,19284
1202900000,DIXIE COUNTY,FLORIDA,FL,10764,DIXIE COUNTY,NA,NA,NA,NA,10764
1203100000,DUVAL COUNTY,FLORIDA,FL,702904,DUVAL COUNTY,NA,NA,NA,NA,702904
1203300000,ESCAMBIA COUNTY,FLORIDA,FL,247972,ESCAMBIA COUNTY,NA,NA,NA,NA,247972
1203500000,FLAGLER COUNTY,FLORIDA,FL,96319,FLAGLER COUNTY,NA,NA,NA,NA,96319
1203700000,FRANKLIN COUNTY,FLORIDA,FL,8945,FRANKLIN COUNTY,NA,NA,NA,NA,8945
1203900000,GADSDEN COUNTY,FLORIDA,FL,31152,GADSDEN COUNTY,NA,NA,NA,NA,31152
1204100000,GILCHRIST COUNTY,FLORIDA,FL,12903,GILCHRIST COUNTY,NA,NA,NA,NA,12903
1204300000,GLADES COUNTY,FLORIDA,FL,7633,GLADES COUNTY,NA,NA,NA,NA,7633
1204500000,GULF COUNTY,FLORIDA,FL,10828,GULF COUNTY,NA,NA,NA,NA,10828
1204700000,HAMILTON COUNTY,FLORIDA,FL,8613,HAMILTON COUNTY,NA,NA,NA,NA,8613
1204900000,HARDEE COUNTY,FLORIDA,FL,13055,HARDEE COUNTY,NA,NA,NA,NA,13055
1205100000,HENDRY COUNTY,FLORIDA,FL,20487,HENDRY COUNTY,NA,NA,NA,NA,20487
1205300000,HERNANDO COUNTY,FLORIDA,FL,153631,HERNANDO COUNTY,NA,NA,NA,NA,153631
1205500000,HIGHLANDS COUNTY,FLORIDA,FL,72149,HIGHLANDS COUNTY,NA,NA,NA,NA,72149
1205700000,HILLSBOROUGH COUNTY,FLORIDA,FL,1016087,HILLSBOROUGH COUNTY,NA,NA,NA,NA,1016087
1205900000,HOLMES COUNTY,FLORIDA,FL,12500,HOLMES COUNTY,NA,NA,NA,NA,12500
1206100000,INDIAN RIVER COUNTY,FLORIDA,FL,128626,INDIAN RIVER COUNTY,NA,NA,NA,NA,128626
1206300000,JACKSON COUNTY,FLORIDA,FL,31399,JACKSON COUNTY,NA,NA,NA,NA,31399
1206500000,JEFFERSON COUNTY,FLORIDA,FL,10509,JEFFERSON COUNTY,NA,NA,NA,NA,10509
