year,date,description,link,job_title,employer,state,salary_low_end,salary_high_end,salary_mean,pay_basis,classification_experimental
2022,02-24,"Election Program Coordinator—Absentee, Buncombe County, North Carolina— An employee in this position is responsible for the management of all aspects of conducting absentee by mail voting. This employee will lead a team who will perform the administrative duties of absentee by mail voting. An employee in this position is also responsible for the administrative work in creating all written materials needed for training election workers and conducts all election worker training, as well as the management of a support team. Work requires that all materials meet the guidelines of election law and department standards. Application: For the complete job listing and to apply, click here.",https://buncombecounty.wd1.myworkdayjobs.com/en-US/Buncombe_County_Careers/job/Asheville-NC/Election-Program-Coordinator---Absentee_R01728,Election Program Coordinator—Absentee,Buncombe County,North Carolina,,,,not specified,election_official
2022,02-24,"Election Technician, Thurston County, Washington– The position of Election Technician produces maps to update and maintain accurate taxing district boundaries.  Also uses mapping data to develop and maintain address-based voter street/levy database and takes a leading role in the planning and coordination of the technical aspects of the election process. Additional responsibilities may include, but would not be limited to, the following: Plans, organizes, and supervises the work of assigned temporary staff.  Recommends selection, provides training, and evaluates performance.  Trains staff in the accurate use of election machines and proper use of all election supplies. Programming for elections using advanced software for ballot printing, ballot sorting, ballot tabulation, accessible voting units, and election results reporting.Plans and conducts logic and accuracy tests; responsible for and maintains back-up procedures in case of emergency conditions. Performs formal ballot tabulating tasks at the ballot processing center on election day. Directs on-the-spot activities.  Coordinates and trains staff on ballot processing to ensure we follow federal, state, and county election laws. Coordinates the preparation and distribution of ballots for voters; mails all ballot material to voters, both domestic and overseas.  Plans and coordinates the vote-by-mail election process. Acts as purchasing agent for the Election Division.  Plans, purchases, and maintains sufficient inventory for all election activities. Handles special projects for the division.  (Example: requests for proposal purchases, vendor contracts, etc.) Salary: 4,210.00 – $5,600.00 Monthly. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/thurstonwa/jobs/3365183/election-technician?page=4&pagetype=jobOpportunitiesJobs,Election Technician,Thurston County,Washington,50520.0,67200.0,58860.0,monthly,election_official
2022,02-24,"Elections Administrator, Bell County, Texas— Bell County, Texas, is seeking an experienced professional with a proven track record in a public sector setting to serve as the new Elections Administrator. While elections experience and experience in the public sector is preferred, it is not required. From being or becoming an expert on election law to understanding election machine technology to being a detail-oriented person while still seeing the big event that is an election, the Elections Administrator must take ownership of the entire election process from start to finish. This position directs the daily operations of the elections office to ensure the lawful conduct and integrity of Federal, State, County, and local elections. The Elections Administrator performs the duties and functions of the Voter Registrar for the county; performs election-related duties as may be required by federal, state, and/or local law; is responsible for the conduct of elections, to include but is not limited to: preparing ballots, ordering ballots, furnishing and maintaining election equipment and supplies. This position requires an Associate’s degree in Business Administration or a related field supplemented by four years of experience in administration with an additional two years of supervisory experience. The person selected for this position must be a current registered voter in the State of Texas or be eligible to register to vote in the State of Texas upon hire, and must be able to work extended hours during election cycles. A valid Texas driver’s license is required or must be obtained within 90 days of employment along with an acceptable driving history. Salary: $75,000 to $100,000. Application: For the complete job listing and to apply, click here.",https://www.governmentresource.com/executive-recruitment/bell-county-tx-elections-administrator,Elections Administrator,"Bell County, Texas",Texas,75000.0,100000.0,87500.0,yearly,election_official
2022,02-24,"Elections Chief Deputy-Information Systems, Alachua County, Florida— Alachua County Supervisor of Elections is seeking qualified candidates to apply for the Chief Deputy Supervisor – Information Systems position. This position manages the operational use of the election management system (EMS) as well as the development of all ballot information used to generate sample ballots, mail ballots, and ballot definition for the voting system. Manages the vote tabulation process. Serves as the primary liaison with County IT related to technology functions and applications in the Supervisor of Elections Office and with other computer service providers, including private vendors. Serves as the liaison with Florida Department of State Cybersecurity Office. Directs a variety of analytical and interdepartmental coordination activities; performs project management; directs specified operational functions; oversees and performs managerial, operational and other analysis in support of office programs and activities. The incumbent must exercise independent judgment and discretion in determining the optimal strategy for resource utilization and in providing support to staff. Salary: $68,700.74 – $109,920.93. Deadline: March 4 (deadline could potentially be extended). Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/alachua/jobs/3422556/elections-chief-deputy-supervisor-information-systems,Elections Chief Deputy-Information Systems,Alachua County Supervisor of Elections,Florida,68700.74,109920.93,89310.83499999999,yearly,election_official
2022,02-24,"Elections Director of Operations, Alachua County, Florida— The Alachua County Supervisor of Elections is seeking qualified candidates to apply for the Elections Director of Operations position. This is responsible managerial/technical work planning, organizing, directing and supervising day-to-day operational activities of the Supervisor of Elections Operations Center and Training Center. This also includes maintaining, servicing, and repairing computerized voting and tabulation equipment for the Alachua County Supervisor of Elections Office. Responsible for maintaining elections voting booths, electronic poll books, ballot printers and supplies required in all polling places and early voting locations. Assists the Supervisor of Elections with ballot coordination and voting equipment testing. Inspects and prepares precinct facilities and precincts’ supplies to insure easy access for voters and compliance with federal laws, Florida election laws and statutes. Manages and supervises the preparation and delivery of election supplies and assets for deployment to each Alachua County polling precinct and early voting sites. Performs records management duties, such as preparing requests for destruction of obsolete records to the State Division of Library and Information Services in accordance with Florida Election Laws, Florida State Statutes, General Records Schedule GS1-SL for State and Local Governments, and General Records Schedule GS3 for Elections Records. Salary: $56,784 – $90,843.79 annually. Deadline: 02/25/2022 (deadline may be extended). Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/alachua/jobs/3410659/elections-director-of-operations,Elections Director of Operations,Alachua County,Florida,56784.0,90843.79,73813.89499999999,yearly,election_official
2022,02-24,"Elections Program Manager, CIS— The primary purpose of this position is to coordinate EI-ISAC operations and projects and to represent the EI-ISAC in public forums regarding election infrastructure issues. The Elections Program Manager will work with the EI-ISAC Director to build and maintain relationships in the elections community and develop tools, products, and initiatives that meet the security needs of election officials. This position will oversee a team of Elections Analysts and Stakeholder outreach staff. Application: For the complete job listing and to apply, click here.",https://careers-cisecurity.icims.com/jobs/1554/elections-program-manager---remote/job,Elections Program Manager,CIS,,,,,,election_official
2022,02-24,"Elections Specialist, Pierce County, Washington— As an Elections Specialist, you will have the ability to immediately contribute to the team’s success. You will be guided through the process with coaching-focused managerial support, a team that wants you to be successful in your role, and an organizational culture that encourages continuous learning and professional development. Core Daily Responsibilities: Coordinates and participates in the activities of a specialty in the Elections Division; determines work schedules and methods to expediting work-flow; issues instructions; and monitors work for accuracy and compliance to procedures and policies in specialty area assigned. Coordinates, organizes, and documents all legal aspects of an assigned specialty required to hold elections. Performs quality control work including proofreading, grammar, and spelling.  Designs and produces reports. Coordinates and oversees the preparation and distribution of election supplies to the voting centers. Salary: $31.42 – $39.73 Hourly.  Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/piercecountywa/jobs/3409350/elections-specialist?page=3&pagetype=jobOpportunitiesJobs,Elections Specialist,Pierce County,Washington,65353.600000000006,82638.4,73996.0,hourly,election_official
2022,02-24,"Elections Technician – Front Office, Boulder County, Colorado–The Elections Technician plays a key role in helping Boulder County set the state and nationwide gold standard for excellent service provided to voters. The primary mission for this role is to ensure all voters have a voting experience that is positive, accurate, efficient, and one that builds trust with voters. This role will demonstrate our values through managing and overseeing the Elections Front Desk; provide support for all voters on a regular basis through inbound and outbound correspondence, programs and activities; maintain inventory and organization of office supplies; perform general and specific tasks in support of election team members, voter registration data entry and responding to voters through in-person, phone and email communication. The ideal candidate is someone who is passionate about supporting voters in the democratic process and has a high school diploma and two years of office/customer service experience. Salary: $37,560 – $53,040. Deadline: March 6. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/boulder/jobs/3437874/elections-technician?keywords=elections&pagetype=jobOpportunitiesJobs,Elections Technician – Front Office,Boulder County,Colorado,37560.0,53040.0,45300.0,yearly,election_official
2022,02-24,"Elections Technology and Security Project Manager, Boulder County, Colorado– The Election Security and Technology Project Manager will support all divisions of the Clerk and Recorder’s office while owning technology and security objectives for the Elections Division. The Clerk and Recorder’s office is committed to continual improvement for cybersecurity, physical security, and technology practices throughout all divisions and the ideal candidate will be committed to advancing the office’s development in these areas. This position will be accountable for the successful management of the voting system, creating and implementing security objectives, developing a team of up to 3 FTEs, and providing strategic technical oversight, guidance, and support to team members. This position is a member of the Elections Leadership Team. The ideal candidate will have a thorough knowledge of IT infrastructure and technology. Salary: $80,316 – $115,644. Deadline: March 9. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/boulder?pagetype=jobOpportunitiesJobs&jobId=3437920&jobName=elections-technology-and-security-project-manager&tab=1,Elections Technology and Security Project Manager,Boulder County,Colorado,80316.0,115644.0,97980.0,yearly,election_official
2022,02-24,"Executive Director, Deliver My Vote— Deliver My Vote (DMV) and Deliver My Vote Education Fund (DMVEF) are partner organizations dedicated to voting, voting access, and voting rights specifically as it relates to voters’ ability to vote from home. DMV is a non-profit, non-partisan 501(c)4 organization, dedicated to increasing voter turnout within traditionally disenfranchised communities. DMV’s programs are anchored in helping to facilitate the delivery of a voters’ ballot to their doorstep. Through community organizing campaigns, DMV provides tools and resources to help voters cast ballots from home, taking control of their vote, regardless of life’s obstacles. DMVEF is a non-profit, non-partisan 501(c)3 organization to educate the American public on laws and policies that make voting more accessible for eligible voters. DMVEF provides tools and voter education resources to help eligible voters update voter registration, help interested voters take control of their ballot through absentee voting, and support voters in making specific plans to vote. Salary for this position is highly competitive and is commensurate with experience. Benefits include health, dental and vision, and a 401k with match. Deliver My Vote is headquartered in Washington, DC with Board members and staff working in collaboration from around the country. All work is currently remote. Application:  For the complete job listing and to apply, click here.",https://www.delivermyvote.org/jobs/executive-director/,Executive Director,Deliver My Vote,"Washington, DC",,,,highly competitive,not_election_official
2022,02-24,"Executive Director, U.S. Election Assistance Commission— The Executive Director has overall Commission-wide responsibility for implementing, through its operating divisions and offices, the management and administrative policies and decisions of the Commissioners. The Executive Director serves as a key management advisor to the Commissioners. The Executive Director is responsible for ensuring the agency meets its mission defined in HAVA. The Executive Director’s responsibilities include: Ensuring that EAC administrative activities comply with governing statutes and regulations in support of the effective and efficient accomplishment of EAC’s mission. Understanding HAVA and other election laws, regulations, and legal decisions pertinent to the EAC mission to assist with agency oversight. Maintaining good relationships with the U.S. Congress and the various EAC oversight committees and governing bodies of elections, including, state legislatures, city/county officials, and EAC FACA boards. Ability to establish program/policy goals and the structure and processes necessary to implement the organization’s strategic vision and mission, to ensure that programs and policies are being implemented and adjusted as necessary, that the appropriate results are being achieved, and that a process for continually assessing the quality of the program activities is in place. Providing periodic assessment of the administrative efficiency and managerial effectiveness of the EAC through strategic planning including: program reviews, reviews of programmatic goals and outcomes, and resource utilization in achieving results. Consulting with and advising Divisions and Offices on general management and operating practices affecting their substantive program areas. Developing solutions to potential and existing barriers that may limit or impede goal achievement. Planning, assigning, and appraising work products to assure high levels of performance. Application: For the complete job listing and to apply, click here.",https://www.usajobs.gov/job/632472600,"Executive Director, U.S. Election Assistance Commission",U.S. Election Assistance Commission,United States,,,,not specified,top_election_official
2022,02-24,"Grant and Contract Specialist, Washington Secretary of State’s Office— This position will report to the deputy director of elections and is responsible for assisting the deputy in the management of administering federal grant funds, including Help America Vote Act (HAVA) grant funds.  It also plays a key role in the elections division by performing research analysis and managing retention of grant records with regard to HAVA grants. This position belongs to the “HAVA Elections Security Grant” project and is tentatively scheduled to last through 12/20/2024. Tasks include: Makes recommendations based on analysis of funding needs for grant applications; Establishes grant guidelines; Issues notice of grant openings; Processes grant payments Reviews and determines eligibility against grant application criteria; Establishes program income codes in a manner that will track required reporting requirements; Reviews draft contracts and contract amendments for completeness and compliance with procedures; Applies consistent interpretation of laws, rules, policies and procedures; Communicates effectively with county departments and staff to facilitate and ensure adherence to policies and procedures; Evaluates budget and fiscal system performance, making adjustments as necessary; Coordinates the establishment of fiscal goals, audits of financial documents and the preparation and maintenance of fiscal reports; Prepares related applications for funding; Develops internal controls to ensure that all known expenses are accounted for; Prepares and develops budgets for the various program income codes; Works with staff responsible for carrying out grant duties to ensure that funding is available, allowable and allocable to the federal grant; Assists counties in applying for grant applications; Provides technical assistance to counties when necessary; Monitors grant progress with each county auditor on each grant; Tracks grant agreements to ensure compliance with scope of work, period of performance and funding levels; Monitors budgets and related fiscal reports to ensure grant audit compliance, adherence to county, state and federal regulations, allowable costs, adequate budgetary constraints/controls maintenance, timely report submission, and compliance with generally accepted accounting practices and procedures; Possesses knowledge with Office of Management and Budget (OMB) circulars, the Help America Vote Act and other laws passed by congress concerning grants management; Develops contractual language for grant agreements; Prepares for Inspector General Audits; Reads and analyzes awarding agency audit findings and make adjustments when necessary; Tracks and analyzes expenditures against budgeted or allotted forecasts and make adjustments when necessary; Review all contracts for adherence with contract terms and conditions; Tracks grant balances and take proper action when grants expire; Complies with proper internal controls in accordance with the Uniform Administrative Requirements; Tracks all equipment purchased with HAVA funds; Prepares and maintains financial report to the federal awarding agency; Prepares and provides status of accounts, both actual and projected, along with analysis and recommendations relative to activity costs and revenues; Coordinates visits by federal and/or State auditors; Monitors activity related to the grant; Reviews processes and procedures to ensure that adequate internal controls are in place; Develops internal controls to protect against fraud, waste and abuse when necessary; Prepares and provides status of grants, both actual and projected, along with analysis and recommendations relative to activity costs and revenues; Processes A-19 reimbursement requests in a timely manner; Works closely with Payroll to ensure that employees charging time to federal grants are in compliance with OMB circulars; Develops a means to track expenditures against appropriate awards. Salary: $3,446 – $4,627 Monthly. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/washington/jobs/3108766/grant-and-contract-specialist,Grant and Contract Specialist,Washington Secretary of State’s Office,Washington,41352.0,55524.0,48438.0,monthly,election_official
2022,02-24,"Program Coordinator, MIT Election Data & Science Lab— PROGRAM COORDINATOR, Political Science, to coordinate and perform day-to-day operational activities and project planning for the MIT Election Data and Science Lab, a research project that encourages a scientific approach to improving elections in the U.S. The lab’s activities include the conduct of its own research, coordinating the research of others, and fostering a larger community of allied researchers around the country. Will oversee the lab’s budget and reconcile accounts; plan seminar series/workshops; and work as part of a team on a wide range of projects, special initiatives, and events. Responsibilities include developing, implementing, and monitoring the lab’s research projects; overseeing budgets related to grants received by the lab; coordinating seminars, conferences, and workshops; remaining aware of the progress of the lab’s projects and helping to problem-solve bottlenecks; representing the lab at special events and committee meetings; preparing correspondence in response to internal/external inquiries; composing, editing, and proofreading lab materials; helping to track progress on lab achievements and communicating them to funders; making vendor and purchasing suggestions/decisions; developing documentation/reporting for stakeholders; developing and maintaining website content; and performing other dues as necessary. Application: For the complete job listing and to apply, click here.",https://careers.peopleclick.com/careerscp/client_mit/external/jobDetails/jobDetail.html?jobPostId=22811&localeCode=en-us,Program Coordinator,MIT Election Data & Science Lab,Massachusetts,,,,not specified,election_official
2022,02-24,"Program Manager, California Voter Foundation— CVF seeks an experienced and accomplished part time program manager who is passionate about voting rights and advocacy, election reform, support for election officials, and nonpartisan expertise. This position will be instrumental in supporting the day to day operations of CVF, managing communications, and supporting important programmatic initiatives. Candidates must be eager to work in a fast-paced, collaborative environment and be able to balance and prioritize competing demands. This is a remote, part-time position, with the potential to transition to a full-time position, who reports to the president of CVF. Responsibilities: Manage communications and outreach with a network of diverse leaders and stakeholders from all sectors across many time zones; Coordinate projects and research related to election funding, curtailing mis- and disinformation and legal and law enforcement protections for election officials; Support grant writing and research fundraising opportunities; Write news releases, social media posts, meeting agendas, and meeting notes; Respond to emails in a timely and professional manner; Help manage CVF social media accounts: Twitter and Facebook; Schedule meetings and plan webinar events; Attend webinars and monitor election news and events; and Support other CVF projects as needed. Application: For the complete job listing and to apply, click here.",https://www.calvoter.org/content/job-announcement-part-time-program-manager,Program Manager,California Voter Foundation,California,,,,part-time,election_official
2022,02-24,"Senior Programmer Analyst, Clark County, Nevada— This position provides project and program leadership to professional and technical staff; performs applications systems design, modification and programming of a routine to complex nature in support of County administrative and business services for multiple computer platform applications. Provides lead direction, training and work review to a programming project team; organized and assigns work, sets priorities, and follows-up and controls project status to ensure coordination and completion of assigned work. Provides input into selection, evaluation, disciplinary and other personnel matters. Gathers and analyzes information regarding customer systems and requirements and develops or modifies automated systems to fulfill these needs. Conducts feasibility studies and develops system, time, equipment and cost requirements. Using computer generated techniques, simulates hardware and software problems, tests and evaluates alternative solutions, and recommends and implements appropriate applications design. Develops program logic and processing steps; codes programs in varied languages. Plans and develops test data to validate new or modified programs; designs input and output forms and documents. Troubleshoots hardware and software problems, as needed, for customers, other agencies and information systems personnel. Writes program documentation and customer procedures and instructions and assists user departments and staff in implementing new or modified programs and applications; tracks and evaluates project and systems progress. Writes utility programs to support and validate adopted systems and programs. Confers with customer department staff regarding assigned functional program areas. Maintains records and prepares periodic and special reports of work performed. Maintains current knowledge of technology and new computer customer applications. Contributes to the efficiency and effectiveness of the unit’s service to its customers by offering suggestions and directing or participating as an active member of a work team. Uses standard office equipment in the course of the work; may drive a personal or County motor vehicle or be able to arrange for appropriate transportation in order to travel between various job sites depending upon departments and/or projects assigned. This is an open and continuous recruitment, scheduling dates will vary depending on when the application was received and reviewed by Human Resources. This examination will establish an Open Competitive Eligibility list to fill current and/or future vacancies that may occur within the next six (6) months or may be extended as needed by Human Resources. Human Resources reserves the right to call only the most qualified applicants to the selection process. Salary: $32.07 – $49.74 Hourly. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/clarkcounty/jobs/3178724/senior-programmer-analyst?page=5&pagetype=jobOpportunitiesJobs,Senior Programmer Analyst,"Clark County, Nevada",Nevada,66705.6,103459.2,85082.40000000001,hourly,not_election_official
2022,02-24,"Voter Education & Outreach Specialist, Washington Secretary of State’s Office— This position reports to the Voting Information Services Manager of the Elections Division and works collaboratively to provide outreach and educational services. This position leads onsite customer service to candidates during annual peaks, voters’ pamphlet training for internal staff, organization of printed materials for proofing, fulfillment of outreach materials to stakeholders, and coordinates the printing and distribution of the state Voters’ Pamphlet. The passage of new legislation (ESHB 2421) increases the business needs to be met by the Secretary of State’s Office. Each May and June, the office must preview and process candidate’s statements to be printed in local county primary pamphlets as well as the processing necessary July through October for the state general election pamphlet. The Voting Information Services (VIS) team promotes accessible, fair, and accurate elections. Through educational programs and service excellence, we help eligible Washington residents register to vote, file for office, and cast an informed ballot. VIS exercises visionary leadership to publish the state Voters’ Pamphlet. The team provides voters and candidates with essential tools and training, digestible data and auditing reports, outreach programs and publications. VIS also advises County Auditors in interpretations of federal and state election law to uphold the integrity of election administration throughout the state. These objectives are accomplished through official communications, collaboration with stakeholders, and educational publications including the state Voters’ Pamphlet. The VIS program also acts as liaison for the Office of the Secretary of State. Salary: $55,524 – $74,604. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/washington/jobs/3405736/voter-education-outreach-specialist?department%5b0%5d=Office%20of%20the%20Secretary%20of%20State&category%5b0%5d=Elections&sort=PostingDate%7CDescending&pagetype=jobOpportunitiesJobs,Voter Education & Outreach Specialist,Washington Secretary of State’s Office,Washington,55524.0,74604.0,65064.0,yearly,election_official
2022,02-24,"Voter Services Manager, Charleston County, South Carolina— This is a managerial position that provides supervision in the daily operation and management of the front of the office, in-person absentee voting, and candidate filing.  Supervises both permanent and temporary employees during in-person absentee voting for elections. Responsible for management of each satellite absentee location, as well as hiring/training absentee poll workers. Supervises the daily operations of the In-Person Absentee Voting division and oversees the work production and quantity and quality of work completed.  Supervises election planning and scheduling and develops and implements policies and procedures. Supervises, trains, and evaluates the in-person absentee voting specialists and temporary staff. Performs supervisory responsibility including work assignments, working hours, and training. Evaluates performance of staff. Coordinates Satellite Voting Unit use in municipal, statewide, and special elections. Supervises the selection of in-person absentee voting sites and prepares correspondence sent to each potential location.   Supervises the preparation of supplies and materials for each in-person absentee voting site. Supervises the selection of in-person absentee voting poll workers and off-site managers. Corresponds with in-person absentee voting poll workers. Develops and maintains training materials for in-person absentee voting poll workers. Manages the daily digital imaging of voter applications, boxing, storage, and archiving of in-person absentee voting records in accordance with statutory requirements. Supervises the preparation and execution of daily statistical reports during the in-person absentee voting period.  Tracks statistical data for each election.  Prepares materials responsive to open records requests related to in-person absentee voting. Research and resolve questions, problems, or inquiries from staff, citizens, and stakeholders. Provides oversight for candidate filing, petition management, and any inquiries of potential candidates. Oversees failsafe voting on Election Day at our office. Salary: $48,722 – $66,276 Annually, Deadline: May 1. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/charlestoncounty/jobs/3418300/voter-services-manager,Voter Services Manager,Charleston County,South Carolina,48722.0,66276.0,57499.0,yearly,election_official
2022,02-17,"Campaign Finance Lead (Compliance Specialist 3), Oregon Secretary of State’s Office— In this role, you will provide regulatory compliance oversight and enforcement of Oregon election law. As the Campaign Finance Lead, you will work under the direction of the Elections Program Manager. You will guide and perform tasks associated with day-to-day operations of the Campaign Finance program’s internal and external services. This is accomplished in part by, but not limited to: Serving as subject matter expert and point-person for programs related to campaign finance and campaign finance investigations; Drafting, reviewing, and updating program related policies, administrative rules, directives, and procedure manuals to meet both state and federal constitutional and statutory mandates; Guiding the routine work related to issuing proposed penalty notices, final orders, and other related documents for violations of campaign finance regulations; Reviewing, assessing, processing, and managing election law complaints related to campaign finance; Creating, updating, and maintaining procedures and standards for investigations, and provide direction to staff on those procedures and standards; and Serving as program related subject matter expert for electronic applications and systems including the Oregon Elections System for Tracking and Reporting (ORESTAR) and case management databases. Salary: $5,167 – $7,937 /per month. Deadline: Feb. 21. Application: For the complete job listing and to apply, click here.",https://oregon.wd5.myworkdayjobs.com/SOR_External_Career_Site/job/Salem--SOS--Public-Service-Building/Campaign-Finance-Lead--Compliance-Specialist-3-_REQ-87658-1,Campaign Finance Lead (Compliance Specialist 3),Oregon Secretary of State’s Office,Oregon,62004.0,95244.0,78624.0,monthly,election_official
2022,02-17,"Deputy Director (Republican), Muskingum County, Ohio– The Deputy Director of the Board of Elections is a highly responsible administrative management position, involving the performance in both administering and managing daily operations and elections in the county. In conjunction with the Director to ensure all law requirements, goals and objectives are accomplished, the Deputy Director performs work of considerable difficulty planning, directing, coordinating and controlling overall operations of the Board of Elections. Hours of operation will vary during election cycles including evenings, weekends and holidays. Must be adaptable and must be able to perform in stressful environment, emergency situations and extensive work hours. Computer skills are required. Serves at the pleasure of the Members of the Board and the Ohio Secretary of State. Deadline: March 3. Application: For the complete job listing and to apply, click here.",https://www.muskingumcountyoh.gov/Agencies/Human-Resources/Uploads/Job-130.pdf,Deputy Director (Republican),Board of Elections,Ohio,,,,not specified,election_official
2022,02-17,"Director (Republican), Fulton County, Ohio– To serve as Director of the Fulton County Board of Elections, in the administration of fair, honest and accurate elections. The Director works directly with the Deputy Director and is responsible for the preparation and conduct of all elections held throughout Fulton County: oversees all operations involved in the election process in accordance with Title 35 of the Ohio Revised Code; and shall be responsible for the following as outlined in Secretary of State Directive 2022-06. Applicants must be affiliated with the Republican Party. Must be a Fulton County resident/elector (voter) within 30 days of employment. Will be responsible for preparing and conducting any and all elections held in the county. Administrative and interpersonal skills in dealing with staff, voters, elected officials, candidates and media are critical. Fulton County, Ohio serves a registered voter population of approximately 30,000 voters. Salary: $56,370 Deadline: March 7 Application: For the complete job listing and to apply, click here.",https://www.fultoncountyoh.com/DocumentCenter/View/14005/Fulton-County-BOE-Director-Job-Description,Director (Republican),Fulton County Board of Elections,Ohio,56370.0,56370.0,56370.0,yearly,election_official
2022,02-17,"Elections Manager-Ballot Processing, Boulder County, Colorado— This position will be accountable for overseeing administrative, legal and technical areas and will have a vast amount of project and management responsibilities. This position is accountable for managing our Ballot Processing operations, including ballot receipt, signature verification, ballot sorting, extraction, inspection and duplication. This position is responsible for implementing and continually identifying enhancements in the suite of technology solutions utilized throughout Ballot Processing. This position coordinates and plays an active role in ballot accounting and data reconciliation. Additionally, this position will identify and implement process improvement and efficiency opportunities and supervise up to 3 full time staff. The ideal candidate will have a finesse and passion for making data-driven decisions and will implement a strong data program for Ballot Processing. We are an “all hands-on deck” team, and this position will be expected to execute any and all tasks to ensure our team meets or exceeds all deliverables. The ideal candidate must have the ability and desire to serve the public and Boulder County and maintain compliance with election statute and rule. This person should have experience in supervision and motivating and leading employees (full-time and temporary) to success. Other skills include creation and implementation of ideas and processes that are forward thinking; be self-motivated, team oriented and an excellent communicator in both verbal and written form. The ideal candidate is committed to continuous learning (organizational level and self-development) and has project management skills (able to set clear goals, prioritize tasks, manage time efficiently, and effectively work with others for completion). Additionally, must demonstrate ability to supervise and lead teams in providing excellent service and project results within statute driven deadlines. In addition to teamwork and team leadership, this person will also act as an individual contributor on a variety of projects. This position is expected to build strong working relationships with team members, vendors and stakeholders and be committed to Boulder County and Clerk and Recorder guiding values, including equity and inclusion. Salary: $66,072.00 – $95,184.00 Annually. Deadline: Feb. 20. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/boulder/jobs/3413846/elections-manager-ballot-processing,Elections Manager-Ballot Processing,Boulder County,Colorado,66072.0,95184.0,80628.0,yearly,election_official
2022,02-17,"Elections Manager-Voter Services, Boulder County, Colorado— This position will be accountable for overseeing administrative, legal and technical areas and will have a vast amount of project and management responsibilities. This position is accountable for our Vote Centers, including site identification, contracting, accessibility, operations, and reconciliation and Election Judge activities, including recruiting, hiring, training, and placement. This position coordinates and oversees Ballot Drop-off site planning, including identifying and contracting of new locations as well as accessibility and contingency planning. Additionally, this position will create, support and oversee a variety of voter service and outreach programs and supervise up to 3 full time staff. The ideal candidate will have a finesse and passion for making data-driven decisions and will implement a strong data program for Voter Services. We are an “all hands-on deck” team, and this position will be expected to execute any and all tasks to ensure our team meets or exceeds all deliverables. The ideal candidate must have the ability and desire to serve the public and Boulder County and maintain compliance with election statute and rule. This person should have experience in supervision and motivating and leading employees (full-time and temporary) to success. Other skills include creation and implementation of ideas and processes that are forward thinking; be self-motivated, team oriented and an excellent communicator in both verbal and written form. The ideal candidate is committed to continuous learning (organizational level and self-development) and has project management skills (able to set clear goals, prioritize tasks, manage time efficiently, and effectively work with others for completion). Additionally, must demonstrate ability to supervise and lead teams in providing excellent service and project results within statute driven deadlines. In addition to teamwork and team leadership, this person will also act as an individual contributor on a variety of projects. This position is expected to build strong working relationships with team members, vendors and stakeholders and be committed to Boulder County and Clerk and Recorder guiding values, including equity and inclusion. Salary: $66,072.00 – $95,184.00 Annually. Deadline: February 20. Application: For the complete listing and to apply, click here.",https://www.governmentjobs.com/careers/boulder/jobs/3413845/elections-manager-voter-services?sort=PostingDate%7CDescending&page=2&pagetype=jobOpportunitiesJobs,Elections Manager-Voter Services,Boulder County,Colorado,66072.0,95184.0,80628.0,yearly,election_official
2022,02-10,"Administrative Specialist IV, King County, Washington— This is an amazing opportunity to be engaged in the election process! This position will be filled as a Term-Limited Temporary position or Special Duty Assignment for current King County employees who have passed their initial probationary period. Term-Limited Temporary positions are “at-will” positions but are eligible for benefits. This position is anticipated to last through December 2022. This position will supervise the temporary administrative staff who are participants of the King County Jobs and Housing program. This position will work on the Signature Update Project in Voter Services and will also provide technical and specialized administrative support services. Signatures are a vital part of the election process, being used in many different areas including verifying identity and counting ballots. Signatures may also change over time due to a variety of reasons. Signature update forms will be mailed to over 1.4 million registered voters to get an updated signature on their voter registration file. This will help us ensure that we have the most up to date information and reduce signature issues when participating in the electoral process. Salary: $28.07 – $35.71 Hourly. Deadline: Feb. 16. Application: For the complete job listing and to apply, click here.",https://www.governmentjobs.com/careers/kingcounty/jobs/3409154/administrative-specialist-iv,Administrative Specialist IV,King County,Washington,58385.6,74276.8,66331.2,hourly,election_official
