row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
771,stub,Legislative Liaison,Illinois State Board of Elections,Illinois,5303.0,12374.0,monthly,,,legal|intergovt|budget|data|pm,False,,,,,,,,not_election_official,high,False,,,,high
772,stub,Information Security Officer,Virginia Department of Elections,Virginia,150000.0,150000.0,yearly,it_cyber|legal,vr|ops,it_cyber|legal|vr|ops|data,True,,,,,,,,election_official,high,False,True,,,high
773,stub,Account Management Specialist,EI-ISAC,,,,,it_cyber|comms,intergovt|data,it_cyber|comms|intergovt|data,True,,,,,,,,not_election_official,high,False,,,,high
774,stub,Assistant Registrar of Voters,San Diego County Registrar of Voters,California,150000.0,160000.0,yearly,ops|legal,ops|legal|it_cyber,ops|legal|it_cyber|budget|comms|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
775,full_text,"State Division Administrator 17 - Filing, Disclosure and Compliance Division",State of Michigan,Michigan,106679.0,145032.0,yearly,legal|personnel|budget,legal,legal|personnel|budget|comms|data,False,bachelor,any,2.0,True,,,,top_election_official,high,False,True,on_site,,high
776,stub,Elections Analyst-Candidate Filings,Arizona Secretary of State's Office,Arizona,,,,legal|ops|data|comms,,legal|ops|data|comms|personnel,False,,,,,,,,election_official,high,,,,,high
777,stub,Elections Analyst-Public Records,Arizona Secretary of State's Office,Arizona,,,,ops|vr|comms,bilingual,ops|vr|data|comms|bilingual,False,,,,,,,,election_official,high,False,,,,high
778,stub,"Fellowship, Elections Division",Arizona Secretary of State's Office,Arizona,,,,vr|data|ops,,vr|data|ops,True,,,,,,,,election_official,high,False,,,,high
779,full_text,Registrar of Voters,County of Orange,California,137675.2,261081.6,yearly,ops,intergovt,ops|intergovt,False,bachelor,"Public Administration, Political Science, Business Administration, or related field",10.0,True,,Certified Elections/Registration Administrator (CERA),,top_election_official,high,False,True,on_site,3000000.0,high
780,stub,GIS Specialist,"Polk County, Florida",Florida,,,,gis|data,,gis|data,False,,,,,,,,election_official,high,,,,,high
781,full_text,Administrator II,Maryland State Board of Elections,Maryland,50971.0,81596.0,yearly,legal,ops|personnel|comms|pm,legal|ops|personnel|comms|pm,False,bachelor,,4.0,True,,,,election_official,high,False,True,,,high
782,stub,Assistant County Registrar,Contra Costa County,California,120695.0,161743.0,yearly,ops|vr|legal|budget|personnel,,ops|vr|legal|budget|personnel|comms,False,,,,,,,,top_election_official,high,False,True,,,high
783,full_text,Management Analyst III,Fairfax County,Virginia,72190.56,120316.98,yearly,personnel|budget|ops|legal,ops|budget|personnel|pm,personnel|budget|ops|legal|pm|it_cyber|data,True,bachelor,"field related to business administration, finance, human resources, or election administration",4.0,True,,,,election_official,high,False,True,on_site,,high
784,stub,Elections Director,"Jefferson County, Colorado",Colorado,,,,ops|data,comms|intergovt,ops|data|comms|intergovt,True,,,,,,,,top_election_official,high,,,,,high
785,full_text,Associate General Counsel,North Carolina State Board of Elections,North Carolina,75650.0,102000.0,yearly,legal,legal|intergovt,legal|intergovt|comms,False,bachelor,Law,2.0,False,Licensed to practice law by the North Carolina State Bar,,,top_election_official,high,False,True,,,high
786,stub,Desktop Support Technician,Wake County Board of Elections,North Carolina,22.97,31.01,hourly,it_cyber|ops,,it_cyber|ops,False,,,,,,,,election_official,high,False,,on_site,,high
787,stub,Senior Mapping Technician,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,gis|data,,gis|data|ops|intergovt,False,,,,,,,,election_official,high,,,,775000.0,high
788,stub,Civic Design Fellow,Center for Civic Design,,,,,,data|comms,data|comms,False,,,,,,,,not_election_official,high,,,,,high
789,stub,Early Voting Specialist,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,ops|personnel|comms|data,,ops|personnel|comms|data|pm,False,,,,,,,,election_official,high,False,,,,high
790,stub,Deputy Secretary of State Chief Information Officer,Maine Secretary of State's Office,Maine,,,,it_cyber,,it_cyber|ops|legal|intergovt,False,,,,,,,,top_election_official,high,,,,,high
791,stub,Deputy City Clerk,City of Eastpointe,Michigan,55511.0,75773.0,yearly,ops,,ops|legal|comms,False,,,,,,,,election_official,high,False,,,,high
792,full_text,Director/Deputy Director,Greene County Board of Elections,Ohio,,,biweekly,ops|vr|legal|data|pm|personnel|budget|comms,it_cyber|gis,ops|vr|legal|data|pm|personnel|budget|comms|it_cyber|gis,True,high_school,,5.0,,,,,top_election_official,high,False,True,on_site,,high
793,stub,Voting Rights Legal Counsel,Michigan Independent Citizens Redistricting Commission,Michigan,,,,legal|gis,,legal|gis,False,,,,,,,,not_election_official,high,,,,,high
794,stub,Director of Operations,Department of Elections,Virginia,,120000.0,yearly,ops|personnel|budget,intergovt|comms,intergovt|budget|personnel|ops|comms,False,,,,,,,,top_election_official,high,False,True,,,high
795,stub,Election Services Manager,"Douglas County, Colorado",Colorado,57430.0,86145.0,yearly,ops|vr|gis|personnel|legal,,ops|vr|gis|personnel|legal|pm|intergovt,False,,,,,,,,election_official,high,False,,,,high
796,stub,Information Technology Director,Leon County Supervisor of Elections Office,Florida,80443.0,132731.0,yearly,it_cyber|personnel|budget|ops,,it_cyber|personnel|budget|ops,True,,,,,,,,election_official,high,,,,,high
797,stub,Logistics Specialist,Wake County Board of Elections,North Carolina,18.36,24.78,hourly,ops|pm|budget,,ops|pm|budget|intergovt,False,,,,,,,,election_official,high,False,,,,high
798,full_text,Voter Information Coordinator (Elections Specialist),Pierce County,Washington,31.42,39.73,hourly,ops|comms,ops|comms|personnel,personnel|ops|comms,False,,,4.0,True,,Elections Administrator,,election_official,high,False,True,on_site,560000.0,high
799,full_text,Elections Office Technician,Yavapai County Government,Arizona,19.81,25.26,hourly,ops|legal|data|pm|personnel|comms,data,ops|legal|it_cyber|data|pm|personnel|comms|intergovt,True,high_school,,2.0,True,Certified Arizona Election Officer,,,election_official,high,False,True,on_site,,high
800,stub,Mail Ballot Administrator,"City and County of Denver, Election Division",Colorado,61263.0,101084.0,yearly,ops|personnel|pm,,ops|personnel|pm|legal|intergovt|comms,False,,,,,,,,election_official,high,False,True,,,high
801,stub,Policy and Compliance Administrator,"City and County of Denver, Office of the Clerk & Recorder",Colorado,83348.0,137524.0,yearly,legal|intergovt,,legal|intergovt|comms|data,False,,,,,,,,election_official,high,False,,,,high
802,stub,Program Manager 3,Nevada Secretary of State's Office,Nevada,,,,ops|legal|pm|personnel,,ops|legal|pm|personnel|budget|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
803,stub,Early Voting Specialist,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,ops|personnel,comms|data,ops|personnel|comms|data|legal,False,,,,,,,,election_official,high,False,,,,high
804,full_text,Language Services & Community Engagement Program Supervisor,King County Department of Elections,Washington,78992.16,100127.46,yearly,personnel|comms|intergovt|ops,bilingual,personnel|comms|intergovt|ops|bilingual|budget,False,,,,,,,,election_official,high,False,True,on_site,1400000.0,high
805,full_text,"Departmental Analyst, Disclosure and Filings Analyst",State of Michigan,Michigan,21.66,33.95,hourly,legal|data|comms,,legal|data|comms|intergovt,False,bachelor,any,2.0,False,,,,election_official,high,False,True,on_site,,high
806,full_text,General Registrar,Prince William County Government,Virginia,100000.0,130000.0,yearly,ops|vr|legal|personnel|budget|intergovt,legal,intergovt|budget|personnel|legal|vr|ops,False,bachelor,Public/Business Administration or a related field,,,,,,top_election_official,high,False,True,on_site,300000.0,high
807,full_text,Elections Services Specialist,County of Contra Costa,California,59978.16,72903.72,yearly,ops|vr|data|personnel|pm,bilingual|it_cyber|gis,ops|vr|data|personnel|pm|it_cyber|gis|bilingual,False,high_school,,1.0,,,CalPEAC|CERA,,election_official,high,False,True,on_site,700000.0,high
808,full_text,Assistant Elections Manager,City of Alexandria,Virginia,49596.04,87277.06,yearly,ops|personnel|vr,pm|it_cyber|comms,ops|vr|it_cyber|personnel|pm|comms,False,associate,,3.0,True,,,,election_official,high,False,True,on_site,,high
809,stub,"Deputy Director, Board of Elections",Lake County Board of Elections,Ohio,,,,ops|vr|legal|data|personnel|budget|comms,it_cyber,ops|vr|legal|data|personnel|budget|comms|it_cyber,False,high_school,,,False,,,,election_official,high,False,True,,163000.0,high
810,stub,Director/Deputy Director,Geauga County Board of Elections,Ohio,,,,,,,False,,,,,,,,top_election_official,high,True,,,,high
811,stub,Elections Director,Oregon Secretary of State's Office,Oregon,8842.0,15240.0,monthly,ops|legal|it_cyber|pm|personnel|budget|comms|intergovt,,ops|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,,,high
812,stub,Elections and Voter Registration Manager,Snohomish County Auditor's Office,Washington,86276.0,121913.0,yearly,ops|vr|budget|personnel,,ops|vr|budget|personnel|comms|legal,False,,,,,,,,top_election_official,high,,,,,high
813,full_text,Program Manager III,Maryland State Board of Elections,Maryland,65857.0,105735.0,yearly,ops|legal|personnel,ops|legal|personnel|comms|pm|budget,pm|legal|budget|personnel|ops|comms,False,,,,,,,,election_official,high,False,True,on_site,,high
814,full_text,"Senior Election Subject Matter Expert (SME), Accessibility",U.S. Election Assistance Commission (EAC),,87198.0,144128.0,yearly,,,ops|comms|legal|data,False,bachelor,,,,,,,not_election_official,high,False,,,,high
815,stub,Senior Election Subject Matter Expert (SME),U.S. Election Assistance Commission,,,,,,data|comms|legal,data|comms|pm|legal|intergovt,False,bachelor,,,,,,,not_election_official,high,False,,,,high
816,full_text,Testing and Certification Program Director,U.S. Election Assistance Commission (EAC),,,,,it_cyber|legal|data|personnel|budget|comms|intergovt,,it_cyber|legal|data|personnel|budget|comms|intergovt|pm,True,bachelor,related field,,,,,,not_election_official,high,False,,,,high
817,stub,Voter Services Manager,Denver Clerk/Recorder,Colorado,81572.0,130515.0,yearly,vr|ops|personnel|legal|data,comms|pm,comms|pm|personnel|legal|vr|ops|data,False,,,,,,,,election_official,high,False,True,,,high
818,stub,Election Data Manager,Jackson County Board of Elections,North Carolina,29921.16,29921.16,yearly,data|gis|ops|it_cyber,intergovt|comms,it_cyber|intergovt|comms|vr|gis|ops|data,False,,,,,,,,election_official,high,False,,,,high
819,stub,Elections Specialist,Jackson County Board of Elections,North Carolina,27139.37,27139.37,yearly,vr|ops|data,,vr|ops|data|budget,False,,,,,,,,election_official,high,False,,,,high
820,stub,Campaign Manager,Bipartisan Policy Center,,,,,,,comms|pm|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
821,full_text,Communications Liaison,Hillsborough County Supervisor of Elections,Florida,44790.0,55987.0,yearly,ops|vr|comms,bilingual,ops|vr|comms|bilingual,False,bachelor,,,True,,,,election_official,high,False,True,on_site,,high
822,stub,Communications Manager,Sarasota County Supervisor of Elections,Florida,,,,comms,,comms|personnel,False,,,,,,,,election_official,high,False,,,,high
823,stub,Consultant,The Carter Center,,,,,,legal|intergovt|comms,legal|intergovt|comms|data,False,,,,,,,,not_election_official,high,False,,remote,,high
824,full_text,Director of Elections,"State of Utah, Lieutenant Governor's Office",Utah,28.7,55.66,hourly,ops|vr|legal|budget|personnel|comms|intergovt,legal|ops|budget,ops|vr|legal|budget|personnel|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,on_site,,high
825,stub,"Executive Director, National Vote at Home Institute",National Vote at Home Institute (NVAHI),,,,,pm|budget|personnel|comms|intergovt,,pm|budget|personnel|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
826,stub,Information Security Officer,Virginia Department of Elections,Virginia,,150000.0,yearly,it_cyber,,it_cyber|legal|data|vr,True,,,,,,,,election_official,high,False,,,,high
827,stub,Policy Analyst,Bipartisan Policy Center,,,,,,,legal|data|comms|intergovt,False,,,,,,,,not_election_official,high,,,,,high
828,stub,Registrar of Voters,San Diego County,California,170000.0,190000.0,yearly,,,ops|vr|legal|personnel|comms|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
829,full_text,Registrar of Voters,San Joaquin County,California,124215.0,150984.0,yearly,ops|legal|personnel|budget,,ops|legal|personnel|budget,False,,,,,,,,top_election_official,high,False,True,,,high
830,stub,"Network Coordinator, U.S. Elections",The Carter Center,,,,,,,comms|intergovt,False,,,,,,,,not_election_official,high,,,,,high
831,stub,Deputy Elections Administrator,Ohio Secretary of State's Office,Ohio,76336.0,,yearly,ops|it_cyber|legal|intergovt|personnel|data,,ops|it_cyber|legal|intergovt|personnel|data|comms|pm,False,,,,,,,,top_election_official,high,False,True,,,high
832,stub,Director of Elections,Pima County,Arizona,125000.0,125000.0,yearly,ops|personnel|legal,,ops|personnel|legal,False,,,,,,,,top_election_official,high,False,,,650000.0,high
833,stub,Elections Division Supervisor,Lewis and Clark County Treasurer's Office,Montana,29.05,30.76,hourly,ops|vr|legal|personnel|budget|comms,,ops|vr|legal|personnel|budget|comms|intergovt,False,,,,,,,,election_official,high,False,True,on_site,,high
834,full_text,Elections Office Technician,Yavapai County Government,Arizona,19.81,25.26,hourly,ops|legal|it_cyber|data|pm|personnel|budget|comms,it_cyber,ops|legal|it_cyber|data|pm|personnel|budget|comms,True,high_school,,2.0,True,Certified Arizona Election Officer (A.R.S. § 16-407),,,election_official,high,False,True,on_site,,high
835,stub,Elections Special Project and Training Coordinator,Ohio Secretary of State's Office,Ohio,59987.0,,yearly,ops|personnel|intergovt|comms,pm|data,ops|personnel|intergovt|comms|pm|data|it_cyber,False,,,,,,,,election_official,high,False,True,,,high
836,full_text,Support Specialist - Elections,Marion County,Oregon,27.56,36.94,hourly,it_cyber|data|ops|vr,legal|comms|gis,it_cyber|comms|gis|vr|legal|ops|data,False,,,2.0,True,,,,election_official,high,False,True,on_site,,high
837,full_text,In Person Absentee Coordinator,Charleston County Government,South Carolina,48722.0,66276.0,yearly,ops|personnel,pm|data,ops|personnel|pm|data,True,,,3.0,,,,,election_official,high,False,True,on_site,,high
838,full_text,Program Manager Senior II (Assistant Deputy for Election Policy),Maryland State Board of Elections,Maryland,80074.0,128568.0,yearly,ops|legal|pm|personnel,comms,ops|legal|pm|personnel|comms|vr,False,bachelor,"law, public administration, public policy or similar",,,,,,top_election_official,high,False,True,on_site,,high
839,stub,Director/Deputy Director,Geauga County Board of Elections,Ohio,,,,,,,False,,,,,,,,top_election_official,high,False,,,,high
840,full_text,Administrative Specialist II (Language Services) - Temporary,King County,Washington,22.57,28.75,hourly,bilingual|comms,legal,bilingual|comms|legal|data,False,,,,,,,,election_official,high,False,False,hybrid,1300000.0,high
841,full_text,Administrative Specialist III (Ballot Collection Lead),King County Elections,Washington,24.87,31.66,hourly,ops|data|personnel|comms,,ops|data|personnel|comms,False,,,,,,,,election_official,high,False,True,on_site,1400000.0,high
842,stub,Assistant IT Chief,Dallas County,Texas,,,,it_cyber|data|pm|personnel|budget,,it_cyber|data|pm|personnel|budget|ops,True,,,,,,,,election_official,high,,,,,high
843,full_text,Bilingual Coordinator / Clerk,County of York,Pennsylvania,11.5,11.5,hourly,bilingual|ops|vr|comms,,bilingual|ops|vr|comms,False,,,,,,,,election_official,high,False,True,on_site,,high
844,stub,CEO,Verified Voting,,,,,,,comms|budget|personnel|pm,False,,,,,,,,not_election_official,high,False,,,,high
845,full_text,Campaign Finance Director,"State of North Carolina, State Board of Elections",North Carolina,64270.0,112472.0,yearly,legal|budget|personnel|data,comms|intergovt,legal|budget|personnel|data|comms|intergovt|ops,False,bachelor,,3.0,True,,,,election_official,high,False,True,,,high
846,stub,Deputy Elections Administrator,"Dallas County, Texas",Texas,8077.0,10081.0,monthly,ops|vr|legal|it_cyber|pm|personnel|budget|intergovt,,pm|legal|vr|it_cyber|intergovt|budget|personnel|ops,False,,,,,,,,election_official,high,False,,,1100000.0,high
847,stub,Director of Elections,"City and County of Denver, Office of the Clerk & Recorder",Colorado,99649.0,159438.0,yearly,ops|vr,it_cyber|pm|personnel|comms|intergovt,ops|vr|it_cyber|pm|personnel|comms|intergovt,False,,,,,,,,top_election_official,high,False,,,,high
848,stub,Election Processing Supervisor,San Diego County Registrar of Voters,California,,,,ops|legal|personnel|pm,,ops|legal|personnel|pm,False,,,,,,,,election_official,high,,,,,high
849,stub,Election Superintendent,Mason County,Washington,5175.0,6140.0,monthly,ops|vr|data|personnel|budget|comms,,ops|vr|it_cyber|data|personnel|budget|comms,True,,,,,,,,top_election_official,high,,,,,high
850,full_text,General Registrar,Prince William County Government,Virginia,100000.0,130000.0,yearly,ops|vr|legal|personnel|budget,legal|intergovt,intergovt|budget|personnel|legal|vr|ops,True,bachelor,Public/Business Administration or related field,,,,,,top_election_official,high,False,True,on_site,300000.0,high
851,stub,Policy Associate,National Conference of State Legislatures (NCSL),Colorado,4199.0,4199.0,monthly,data|legal|pm|comms,intergovt,intergovt|pm|legal|comms|data,False,,,,,,,,not_election_official,high,False,,,,high
852,stub,Registrar of Voters,San Diego County,California,,,,ops,ops|legal|it_cyber,ops|legal|it_cyber,False,bachelor,,5.0,,,,,top_election_official,high,,,,,high
853,stub,Senior Information Security Specialist,Oregon Secretary of State's Office,Oregon,,,,it_cyber|ops|legal,,it_cyber|ops|legal|intergovt,True,,,,,,,,election_official,high,,,,,high
854,full_text,Training Coordinator,Hillsborough County Supervisor of Elections,Florida,36000.0,46000.0,yearly,ops|vr|personnel|data,legal,ops|vr|personnel|data|legal,False,associate,,2.0,True,,,,election_official,high,False,True,on_site,,high
855,stub,"Virtual Event Planner, Early Voting Information Center",Reed College / Early Voting Information Center (EVIC),Oregon,,,,pm|comms|intergovt,data,data|comms|pm|intergovt,False,,,,,,,,not_election_official,high,False,False,remote,,high
856,stub,Campaign Manager,Bipartisan Policy Center,,,,,,,comms|pm|intergovt,False,,,,,,,,not_election_official,high,,,,,high
857,full_text,Elections Services Specialist,County of Contra Costa,California,59978.16,72903.72,yearly,ops|vr|data|personnel|pm,it_cyber|gis,ops|vr|data|personnel|pm|it_cyber|gis,False,high_school,,1.0,False,,CalPEAC|CERA,,election_official,high,False,True,on_site,700000.0,high
858,full_text,Elections Services Technician,County of Contra Costa,California,52525.68,63845.28,yearly,ops|vr|data,bilingual|gis,gis|ops|vr|bilingual|data,False,high_school,,0.25,True,,,,election_official,high,False,True,on_site,700000.0,high
859,full_text,Administrative Law Specialist 13 - Elections Regulatory Section,"State of Michigan, Department of State, Bureau of Elections",Michigan,63211.2,118976.0,yearly,legal|ops,,legal|ops|comms,False,doctorate,law,,,Michigan State Bar membership,,,election_official,high,,True,,,high
860,full_text,Elections Mapping Analyst,Arapahoe County,Colorado,25.56,38.33,hourly,gis|data|ops|vr|legal,ops,gis|data|ops|vr|legal|pm|comms|intergovt,False,associate,related field (mapping/GIS),3.0,True,,,,election_official,high,False,True,hybrid,,high
861,full_text,Registration Specialist/Senior Registration Specialist,Arapahoe County Clerk and Recorder's Office,Colorado,16.84,30.57,hourly,vr|data|comms|ops,,vr|data|comms|ops|personnel,False,high_school,,2.0,True,Colorado Election Official,,,election_official,high,False,True,hybrid,,high
862,full_text,Departmental Analyst 9-P11 - Elections Regulatory Section,State of Michigan,Michigan,48734.4,76398.4,yearly,legal,,legal|data,False,bachelor,,2.0,False,,,,not_election_official,high,False,True,,,high
863,full_text,Voter Registration Lead,Arapahoe County Clerk and Recorder's Office,Colorado,23.25,34.88,hourly,vr|data|personnel|ops,,vr|data|personnel|ops|legal,False,bachelor,"business administration, public administration, organizational development, or related field",3.0,True,Colorado Election Official,,,election_official,high,False,True,hybrid,,high
864,full_text,Voter Services Manager,Arapahoe County,Colorado,66520.48,106260.7,yearly,vr|ops|legal|data|pm|personnel|budget|comms|intergovt,,vr|ops|legal|data|pm|personnel|budget|comms|intergovt,False,high_school,"Political Science, computer science, public/business administration, communications or a closely related field",3.0,True,,,,election_official,high,False,True,hybrid,,high
865,stub,Election Administrator,Bell County,Texas,,,,ops|legal|it_cyber,,ops|legal|it_cyber|vr|pm,False,,,,,,,,top_election_official,high,False,,,,high
866,full_text,Warehouse Operations Supervisor (Elections Services Supervisor),County of Contra Costa,California,68691.72,83495.16,yearly,ops|personnel|pm|data,ops|personnel|bilingual,ops|personnel|pm|data|bilingual,False,high_school,,2.0,True,,CalPEAC|CERA,,election_official,high,False,True,on_site,700000.0,high
867,stub,Elections Deputy Director,Oregon Secretary of State Office,Oregon,6941.0,11276.0,monthly,ops|vr|legal|personnel|budget|intergovt,,ops|vr|legal|personnel|budget|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
868,full_text,Elections Director,Boulder County Clerk and Recorder's Office,Colorado,89256.0,128544.0,yearly,ops|legal|it_cyber|data|pm|personnel|budget,comms|intergovt,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,hybrid,250000.0,high
869,stub,Elections Technical Specialist,Buncombe County,North Carolina,22.5,29.81,hourly,it_cyber|ops,it_cyber|ops|budget|personnel,it_cyber|budget|personnel|ops,True,,,,,,,,election_official,high,False,,,,high
870,full_text,Executive Director,"State of South Carolina, Election Commission",South Carolina,114933.0,178168.0,yearly,ops|vr|legal|it_cyber|personnel|budget|comms|intergovt,legal|it_cyber|comms,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,True,master,"management, public administration or related field",10.0,True,,,,top_election_official,high,False,True,on_site,,high
871,full_text,Poll Worker Coordinator,"Supervisor of Elections, Hillsborough County",Florida,36000.0,46000.0,yearly,ops|data|personnel,legal,ops|data|personnel|legal|it_cyber,False,associate,,2.0,True,,,,election_official,high,False,True,on_site,,high
872,stub,Senior Director of Election Security,CIS (Center for Internet Security),,,,,,,it_cyber|ops|intergovt,True,,,,,,,,not_election_official,high,False,,,,high
873,stub,Vice President of Election Operations and Support,Center for Internet Security (CIS),,,,,,,it_cyber|ops|personnel|intergovt|comms,True,,,,,,,,not_election_official,high,False,,remote,,high
874,stub,Voter Registration Specialist,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,vr|data|ops,,vr|data|ops,False,,,,,,,,election_official,high,,,,,high
875,stub,Chief Executive Officer,Democracy Works,,,,,pm|budget|comms|intergovt,comms|personnel,pm|budget|comms|intergovt|personnel,False,,,,,,,,not_election_official,high,False,True,,,high
876,stub,Counsel,Fair Elections Center,,85000.0,100000.0,yearly,legal,comms,legal|comms,False,,,,,,,,not_election_official,high,False,,,,high
877,stub,Director of Elections & Voter Services (Assistant City Clerk),"City of Minneapolis, Office of the City Clerk",Minnesota,,,,ops|legal|budget|personnel|comms|intergovt,,ops|legal|budget|personnel|comms|intergovt|data|pm,False,,,,,,,,top_election_official,high,False,,,270000.0,high
878,stub,"Director, Voter Registration & Elections","DeKalb County, Georgia",Georgia,,,,ops|vr|legal|personnel|budget|intergovt,,ops|vr|legal|personnel|budget|pm|data|intergovt|comms,False,,,,,,,,top_election_official,high,False,True,,,high
879,stub,Election Administrator,"Hood County, Texas",Texas,,,,ops|vr|personnel|budget|comms|intergovt|legal,,ops|vr|personnel|budget|comms|intergovt|legal,False,,,,,,,,top_election_official,high,,,,,high
880,stub,Elections Deputy Director,Oregon Secretary of State's Office,Oregon,7597.0,12341.0,monthly,ops|vr|legal|personnel|budget|intergovt,,ops|vr|legal|personnel|budget|intergovt|it_cyber,False,,,,,,,,top_election_official,high,False,True,,,high
881,full_text,Elections Director,Pinal County,Arizona,87718.0,140349.0,yearly,ops|legal,,ops|legal|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,,,high
882,stub,Elections Manager,Clackamas County,Oregon,78088.26,105420.58,yearly,ops|vr|pm|personnel|legal|data,,ops|vr|legal|pm|personnel|data|gis|comms,False,,,,,,,,top_election_official,high,False,True,,,high
883,stub,Executive Assistant,Lucas County Board of Elections,Ohio,23.0,25.0,hourly,ops|data|budget|comms|intergovt|legal,,ops|data|budget|comms|intergovt|legal|personnel,False,,,,,,,,election_official,high,False,,,,high
884,stub,Executive Director,Missouri Association of County Clerks and Election Authorities (MACCEA),Missouri,55000.0,65000.0,yearly,,pm|comms|budget,pm|comms|budget|intergovt|ops,False,,,,,,,,not_election_official,high,False,True,,,high
885,stub,Policy and Compliance Administrator,"City and County of Denver, Office of the Clerk & Recorder",Colorado,83348.0,137524.0,yearly,legal|intergovt,,legal|intergovt|comms,False,,,,,,,,election_official,high,False,,,,high
886,full_text,Administrative Specialist II (Elections Specialist),King County,Washington,22.57,28.75,hourly,ops|vr|data|comms,ops,ops|vr|comms|data,False,,,,,,,,election_official,high,False,True,hybrid,1300000.0,high
887,stub,Elections Specialist,Jackson County Board of Elections,North Carolina,27139.37,27139.37,yearly,ops|vr|data,,ops|vr|data|budget|comms,False,,,,,,,,election_official,high,False,,,,high
888,stub,Inventory Control Specialist,Wake County Board of Elections,North Carolina,17.49,23.6,hourly,ops|budget|personnel,,ops|budget|personnel|data|pm,False,,,,,,,,election_official,high,False,,,,high
889,stub,Recruitment Coordinator,Wake County Board of Elections,North Carolina,20.19,27.26,hourly,ops|data|personnel|budget|legal,,ops|data|personnel|budget|legal|comms,False,,,,,,,,election_official,high,False,,,,high
890,stub,Early Voting Specialist,Wake County Board of Elections,North Carolina,,,,ops|pm|comms|data,,ops|pm|comms|data|legal,False,,,,,,,,election_official,high,False,,,,high
891,full_text,Voter Registration Program Specialist,North Carolina State Board of Elections,North Carolina,50357.0,88125.0,yearly,vr|ops|legal|data|it_cyber|personnel,comms|intergovt,vr|ops|legal|data|it_cyber|personnel|comms|intergovt|pm,False,bachelor,"public policy, political science, business administration or closely related area",4.0,True,,Certified North Carolina Elections Administrator|Certified Elections Registration Administrator (CERA),,election_official,high,False,True,on_site,,high
892,stub,Election Manager/Specialist,Wayne County Board of Elections,Ohio,,,,ops|data,,ops|data,False,,,,,,,,election_official,high,False,True,on_site,,high
893,stub,Deputy Director,Holmes County Board of Elections,Ohio,,,,ops|legal|it_cyber|personnel|budget|comms|intergovt,data,ops|legal|it_cyber|personnel|budget|comms|intergovt|data,True,high_school,,,,,,,top_election_official,high,False,True,,,high
894,full_text,Election Data Specialist,Boulder County,Colorado,83844.0,120732.0,yearly,data|ops,vr,data|ops|vr,False,,,,,,,,election_official,high,False,True,on_site,,high
895,stub,Assistant County Registrar,Contra Costa County,California,120695.0,161743.0,yearly,ops|vr|legal|budget|personnel,,ops|vr|legal|budget|personnel|comms|data,False,,,,,,,,election_official,high,False,True,,,high
896,stub,Campaign Finance Specialist,Wake County Board of Elections,North Carolina,20.19,27.26,hourly,legal|data|comms,,legal|data|comms,False,,,,,,,,not_election_official,high,,,,,high
897,stub,City Clerk,City of West Sacramento,California,113868.0,138384.0,yearly,legal|ops|data|personnel|budget|comms,,legal|ops|data|personnel|budget|comms,False,,,,,,,,top_election_official,high,False,True,,,high
898,stub,Information Technology Specialist,Leon County Supervisor of Elections,Florida,,,,it_cyber,data,it_cyber|data,True,,,,,,,,election_official,high,False,True,on_site,,high
899,stub,Voting Systems Assistant OPS/Seasonal,"Leon County, Florida",Florida,,,,ops,,ops|it_cyber,False,,,,,,,,election_official,high,False,True,on_site,,high
900,full_text,City and County Clerk,City and County of Broomfield,Colorado,104832.0,148408.0,yearly,ops|vr|legal|personnel|budget|comms|intergovt,data|pm,pm|legal|ops|data|intergovt|budget|personnel|vr|comms,False,,,,,,,,top_election_official,high,False,True,on_site,,high
901,stub,Early Voting Specialist,Wake County Board of Elections,North Carolina,,,,ops|pm|comms,,ops|pm|comms|data|personnel,False,,,,,,,,election_official,high,False,,,,high
902,full_text,Elections Manager,City of Alexandria,Virginia,66459.64,116956.84,yearly,ops|vr|legal|it_cyber|personnel,,ops|vr|legal|it_cyber|personnel|budget|comms,True,bachelor,,5.0,True,,,,election_official,high,False,True,,,high
